;context_annotations;created_at;edit_history_tweet_ids;id;text
271;;2023-02-06 13:04:39+00:00;[1622582040754327552];1622582040754327552;"Belle illustration de cette France devenue médiocre par épuisement de son audace, par sa volonté de ne plus rien risquer, par son bureaucratisme aux horizons étroits.
#AsterixEtObelixLEmpireDuMilieu
Par @_h16 
https://t.co/gd3EhTtNrh"
272;;2023-02-06 13:01:30+00:00;[1622581248907440129];1622581248907440129;"oohh ouii 😍😍😍😍😍 je vedux le coffret asterix 😍😍😍😍🍀🍀🍀🍀🍀🤞🤞🤞
#AsterixEtObelixLEmpireDuMilieu https://t.co/2iwbEvfC29"
273;;2023-02-06 12:45:40+00:00;[1622577265501474820];1622577265501474820;"Février est la bonne période pour semer les navets 😂 
#AsterixEtObelixLEmpireDuMilieu démarrage pas si prometteur que les chiffres ne veulent bien le… https://t.co/i6x199GqrN via @20minutes"
274;;2023-02-06 12:43:43+00:00;[1622576772381376512];1622576772381376512;"Donc les entrées sont si mauvaises que cela...
#AsterixEtObelixLEmpireDuMilieu https://t.co/loPBkDbtn8"
275;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}];2023-02-06 12:40:18+00:00;[1622575914713247744];1622575914713247744;Un média qui justifie, sous la critique, sa critique ! C’est rare et ça a le mérite d’être clair ! #AsterixEtObelixLEmpireDuMilieu #LeParisien #Cinema https://t.co/PkLP4MYY69
276;"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696888568045569', 'name': 'Food & Beverage Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '850142258871418880', 'name': 'Beer', 'description': 'Beer'}}, {'domain': {'id': '173', 'name': 'Product Taxonomy', 'description': 'A product taxonomy for labeling categories of products. '}, 'entity': {'id': '850142258871418880', 'name': 'Beer', 'description': 'Beer'}}]";2023-02-06 12:37:36+00:00;[1622575236276269056];1622575236276269056;"#AsterixEtObelixLEmpireDuMilieu vous croyez que le pire est arrivé ? Qu’on ne peut pas faire sombrer plus bas Astérix dans la nullité? 
@PhilippeLacheau : « Hold my beer! » https://t.co/2IahV1sisy"
277;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 12:34:26+00:00;[1622574436485414914];1622574436485414914;"@CarrefourFrance Je tente ma chance 🍀 mon fils serait trop content 😉
#AsterixEtObelixLEmpireDuMilieu"
278;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 12:33:21+00:00;[1622574166703579137];1622574166703579137;@CarrefourFrance Merci ! #AsterixEtObelixLEmpireDuMilieu
279;;2023-02-06 12:25:14+00:00;[1622572122437521410];1622572122437521410;"Asterix et Obelix : Le pire du milieu
#AsterixEtObelixLEmpireDuMilieu"
280;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 12:13:40+00:00;[1622569212521725953];1622569212521725953;@CarrefourFrance Bonjour super merci je suis fan #AsterixEtObelixLEmpireDuMilieu
281;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 12:12:35+00:00;[1622568940537843712];1622568940537843712;@CarrefourFrance 🤞je tente ma chance🍀 #AsterixEtObelixLEmpireDuMilieu
282;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 12:00:19+00:00;[1622565850132652035];1622565850132652035;@CarrefourFrance Je le veux 😍 Il me le manque pour ma collection 🥺#AsterixEtObelixLEmpireDuMilieu
283;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 11:58:29+00:00;[1622565391061884935];1622565391061884935;"@CarrefourFrance #AsterixEtObelixLEmpireDuMilieu 
Fan d'Asterix et de playmobil 😍"
284;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 11:58:04+00:00;[1622565285461913600];1622565285461913600;"@CarrefourFrance 🍁🍂
 #AsterixEtObelixLEmpireDuMilieu 
et de vous souhaiter une belle journée"
285;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 11:50:35+00:00;[1622563400214618113];1622563400214618113;@CarrefourFrance Superbe #AsterixEtObelixLEmpireDuMilieu  merci
286;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 11:48:23+00:00;[1622562850014130176];1622562850014130176;@CarrefourFrance #AsterixEtObelixLEmpireDuMilieu merci!
287;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 11:46:02+00:00;[1622562257400958976];1622562257400958976;@CarrefourFrance @BeatricePayen 🎉🎉😊 Oh, quel merveilleux concours #AsterixEtObelixLEmpireDuMilieu , par #toutatis , merci de combler nos petits coeurs de #geeks et de mettre tant de paillettes dans nos vies c'est top, vous avez tout compris pour nous régaler les amis ! @lescargot12 😍😊🍀🤞👍🎁🙏🎉🥳 https://t.co/kN1wspYVmX
288;[{'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '733756536430809088', 'name': 'Soccer'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '847902509750407168', 'name': 'Rugby', 'description': 'Rugby'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '733756536430809088', 'name': 'Soccer'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847902509750407168', 'name': 'Rugby', 'description': 'Rugby'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '806592879661445120', 'name': 'Beyoncé', 'description': 'Beyonce'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '847902877347495936', 'name': 'Skiing', 'description': 'Skiing'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '806592879661445120', 'name': 'Beyoncé', 'description': 'Beyonce'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '806592879661445120', 'name': 'Beyoncé', 'description': 'Beyonce'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '810938279801470977', 'name': 'Pop', 'description': 'Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847902877347495936', 'name': 'Skiing', 'description': 'Skiing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1260978608199266304', 'name': 'Winter sports'}}];2023-02-06 11:45:38+00:00;[1622562158029447168];1622562158029447168;Alors que nous sommes urgence absolue pour le #climat la #biodiversité la #paix la #justicesociale de #vraiesdemocraties on nous matraque avec le #ski le #rugby le #foot les #JO #Beyonce #AsterixEtObelixLEmpireDuMilieu ! #Voltuan activiste @la_chouet @AdresanSoso @WilliamAucant https://t.co/Jyye1F7LpJ
289;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 11:40:48+00:00;[1622560939185786881];1622560939185786881;"@CarrefourFrance Bonjour,
Je tente ma chance
merci  #AsterixEtObelixLEmpireDuMilieu"
290;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 11:38:37+00:00;[1622560391476781057];1622560391476781057;@CarrefourFrance #AsterixEtObelixLEmpireDuMilieu  tellement bien asterix ! bonne chance a tous
291;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-06 11:31:36+00:00;[1622558623414030337];1622558623414030337;@CarrefourFrance #AsterixEtObelixLEmpireDuMilieu c'est LE cadeau pour les fans d'Astérix 🤞🤞🤞🍀🍀🍀
